S.No.,State Code,State Name,District Code,District Name,Census 2001 Code,Census 2011 Code
712,9,UTTAR PRADESH,183,SITAPUR,24,154
713,9,UTTAR PRADESH,184,SONBHADRA,70,200
714,9,UTTAR PRADESH,185,SULTANPUR,49,179
715,9,UTTAR PRADESH,186,UNNAO,26,156
716,9,UTTAR PRADESH,187,VARANASI,67,197
717,19,WEST BENGAL,303,24 PARAGANAS NORTH,11,337
718,19,WEST BENGAL,304,24 PARAGANAS SOUTH,18,343
719,19,WEST BENGAL,664,Alipurduar,,000
720,19,WEST BENGAL,305,BANKURA,13,339
721,19,WEST BENGAL,307,BIRBHUM,08,334
722,19,WEST BENGAL,308,COOCHBEHAR,03,329
723,19,WEST BENGAL,309,DARJEELING,01,327
724,19,WEST BENGAL,310,DINAJPUR DAKSHIN,05,331
725,19,WEST BENGAL,311,DINAJPUR UTTAR,04,330
726,19,WEST BENGAL,312,HOOGHLY,12,338
727,19,WEST BENGAL,313,HOWRAH,16,341
728,19,WEST BENGAL,314,JALPAIGURI,02,328
729,19,WEST BENGAL,703,Jhargram,,000
730,19,WEST BENGAL,702,KALIMPONG,,000
731,19,WEST BENGAL,315,KOLKATA,17,342
732,19,WEST BENGAL,316,MALDAH,06,332
733,19,WEST BENGAL,317,MEDINIPUR EAST,15,345
734,19,WEST BENGAL,318,MEDINIPUR WEST,15,344
735,19,WEST BENGAL,319,MURSHIDABAD,07,333
736,19,WEST BENGAL,320,NADIA,10,336
737,19,WEST BENGAL,704,PASCHIM BARDHAMAN,,000
738,19,WEST BENGAL,306,PURBA BARDHAMAN,09,335
739,19,WEST BENGAL,321,PURULIA,14,340
